date,cabbage,radish,garlic,onion,daikon,cilantro,artichoke,cabbage_pred_Ridge,radish_pred_Ridge,garlic_pred_Ridge,onion_pred_Ridge,daikon_pred_Ridge,cilantro_pred_Ridge,artichoke_pred_Ridge,cabbage_pred_RandomForest,radish_pred_RandomForest,garlic_pred_RandomForest,onion_pred_RandomForest,daikon_pred_RandomForest,cilantro_pred_RandomForest,artichoke_pred_RandomForest,cabbage_pred_LGBM,radish_pred_LGBM,garlic_pred_LGBM,onion_pred_LGBM,daikon_pred_LGBM,cilantro_pred_LGBM,artichoke_pred_LGBM,cabbage_pred_XGBoost,radish_pred_XGBoost,garlic_pred_XGBoost,onion_pred_XGBoost,daikon_pred_XGBoost,cilantro_pred_XGBoost,artichoke_pred_XGBoost,cabbage_pred_MLP,radish_pred_MLP,garlic_pred_MLP,onion_pred_MLP,daikon_pred_MLP,cilantro_pred_MLP,artichoke_pred_MLP,cabbage_pred_average,radish_pred_average,garlic_pred_average,onion_pred_average,daikon_pred_average,cilantro_pred_average,artichoke_pred_average,cabbage_pred_stack,radish_pred_stack,garlic_pred_stack,onion_pred_stack,daikon_pred_stack,cilantro_pred_stack,artichoke_pred_stack
2016-01-11,398.0,336.0,4956.0,1215.0,1323.0,5712.0,5218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,431.0,309.0,5083.0,1161.0,1321.0,5498.0,5263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,429.0,307.0,5138.0,1166.0,1263.0,6879.0,5302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,441.0,306.0,3787.0,1148.0,1361.0,4350.0,5283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,449.0,307.0,4394.0,1146.0,1335.0,6643.0,5251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-16,454.0,306.0,4728.0,1150.0,1339.0,5246.0,5391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,475.0,344.0,5066.0,1176.0,1403.0,5161.0,5707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,511.0,407.0,5088.0,1176.0,1777.0,4441.0,6285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,511.0,404.0,4925.0,1169.0,1894.0,8905.0,6425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,573.0,429.0,4378.0,1143.0,1841.0,6221.0,6502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,626.0,516.0,5493.0,1171.0,1724.0,4057.0,7464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-23,615.0,491.0,5410.0,1253.0,1959.0,6821.0,9332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,641.0,644.0,5835.0,1234.0,2499.0,6814.0,8465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,623.0,637.0,5261.0,1142.0,2333.0,8068.0,7293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,641.0,581.0,5626.0,1301.0,2460.0,4946.0,7627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,651.0,609.0,4280.0,1197.0,2638.0,5571.0,7989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,625.0,743.0,5301.0,1322.0,2830.0,7823.0,9381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-30,733.0,726.0,4741.0,1311.0,2707.0,15677.0,10965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-31,1048.0,767.0,0.0,1061.0,1237.0,7333.0,11276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,638.0,760.0,5756.0,1327.0,2808.0,4922.0,10534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,597.0,829.0,6198.0,1208.0,2756.0,5733.0,11183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,675.0,657.0,6146.0,1289.0,2664.0,5878.0,11065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,607.0,644.0,4383.0,1202.0,2855.0,6813.0,10878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,601.0,525.0,5481.0,1262.0,2990.0,8022.0,10784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-06,662.0,442.0,5673.0,1247.0,2550.0,7710.0,10585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-07,1517.0,385.0,4148.0,1244.0,2158.0,2981.0,11397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-10,5000.0,0.0,6133.0,2000.0,1716.0,0.0,11011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-11,628.0,361.0,4308.0,1117.0,2136.0,1707.0,10598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-12,610.0,359.0,5086.0,1248.0,2187.0,5490.0,9370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-13,677.0,372.0,5636.0,1271.0,1971.0,4496.0,6312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,705.0,382.0,5485.0,1297.0,1627.0,8600.0,4595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,690.0,423.0,5636.0,1168.0,1882.0,9922.0,4079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,684.0,447.0,5559.0,1291.0,2080.0,10111.0,3667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,664.0,470.0,4287.0,1148.0,2217.0,6627.0,3571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,633.0,462.0,5170.0,1262.0,2145.0,5178.0,3702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-20,684.0,419.0,4495.0,1264.0,2260.0,6625.0,3868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,670.0,417.0,4897.0,1314.0,2247.0,7072.0,4182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,645.0,408.0,5546.0,1195.0,2277.0,7100.0,4401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,658.0,438.0,5599.0,1340.0,2151.0,6062.0,4270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,663.0,469.0,4141.0,1238.0,2000.0,6912.0,3902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,681.0,481.0,5057.0,1324.0,1988.0,6685.0,3837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-27,743.0,507.0,3623.0,1313.0,1873.0,6844.0,3746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,755.0,513.0,5775.0,1333.0,1985.0,13754.0,3875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,833.0,550.0,5366.0,1394.0,2090.0,4809.0,4054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,819.0,589.0,5407.0,1381.0,2045.0,7791.0,4395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,813.0,684.0,4606.0,1412.0,2067.0,6070.0,4603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,862.0,708.0,5500.0,1382.0,2140.0,5539.0,4908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-05,954.0,712.0,5369.0,1434.0,2262.0,6748.0,5540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,879.0,664.0,5324.0,1555.0,2164.0,7029.0,5685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,858.0,651.0,5340.0,1552.0,2045.0,3189.0,5388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,779.0,658.0,5718.0,1527.0,2007.0,7825.0,5109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,872.0,654.0,4497.0,1519.0,2032.0,6246.0,4953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,847.0,616.0,4637.0,1488.0,1974.0,5980.0,4846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12,904.0,594.0,4657.0,1457.0,1870.0,8091.0,4864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,834.0,574.0,5131.0,1414.0,1843.0,5839.0,4942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,854.0,589.0,5122.0,1421.0,1938.0,5818.0,5150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,874.0,667.0,5152.0,1395.0,1878.0,4467.0,5241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,858.0,648.0,4133.0,1382.0,1958.0,5847.0,5326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,869.0,599.0,5057.0,1351.0,1929.0,6515.0,5412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-19,901.0,614.0,4896.0,1386.0,1814.0,3742.0,5394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,910.0,591.0,5153.0,1345.0,1577.0,5741.0,5190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,883.0,559.0,4852.0,1384.0,1662.0,6076.0,5067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,885.0,549.0,4864.0,1347.0,1549.0,6635.0,4890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,881.0,533.0,3983.0,1277.0,1616.0,6006.0,4691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,892.0,591.0,4813.0,1261.0,1466.0,7173.0,4597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-26,979.0,625.0,4659.0,1209.0,1409.0,6517.0,4306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,985.0,630.0,5286.0,1150.0,1627.0,6324.0,4304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,999.0,694.0,4782.0,1117.0,1884.0,6719.0,4460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,1084.0,718.0,3979.0,1072.0,1831.0,6127.0,4432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,1035.0,769.0,4133.0,1065.0,1815.0,10668.0,4371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,1005.0,734.0,5625.0,1095.0,1592.0,5338.0,4137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-02,1097.0,729.0,5353.0,1132.0,1549.0,6677.0,4267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-04,1116.0,760.0,5681.0,1293.0,1652.0,6081.0,4476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,1072.0,807.0,5584.0,1479.0,1646.0,6308.0,4441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,1140.0,794.0,5454.0,1427.0,1679.0,5708.0,4153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,1138.0,871.0,4022.0,1420.0,1706.0,5673.0,3795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,1085.0,850.0,5323.0,1352.0,1935.0,6549.0,3853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-09,1205.0,795.0,5183.0,1257.0,1666.0,5452.0,3948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,1127.0,795.0,5422.0,1184.0,1846.0,5713.0,4122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,1142.0,727.0,4815.0,1108.0,1845.0,5094.0,4159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,1151.0,702.0,4914.0,1095.0,1694.0,5334.0,4041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,1284.0,756.0,4090.0,1138.0,1770.0,5225.0,4136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,1248.0,764.0,5108.0,1143.0,1654.0,5561.0,4431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-16,1209.0,797.0,4829.0,1105.0,1575.0,5245.0,4356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,1217.0,793.0,4564.0,1031.0,1593.0,5762.0,4397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,1217.0,732.0,4567.0,976.0,1674.0,6990.0,4374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,1312.0,699.0,4561.0,848.0,1555.0,5497.0,4426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,1218.0,638.0,4440.0,757.0,1605.0,5503.0,4332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,1213.0,592.0,4332.0,726.0,1537.0,8509.0,4355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-23,1191.0,544.0,4718.0,735.0,1403.0,5591.0,4243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,1226.0,611.0,4817.0,688.0,1432.0,6917.0,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26,1173.0,717.0,4713.0,592.0,1456.0,6959.0,4301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,1148.0,772.0,5096.0,512.0,1451.0,4041.0,4339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,1096.0,813.0,4548.0,534.0,1496.0,6000.0,4361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,1052.0,895.0,4064.0,518.0,1590.0,8269.0,4518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,1089.0,986.0,4366.0,573.0,1866.0,9503.0,4473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-02,998.0,910.0,5018.0,497.0,1836.0,5362.0,4468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03,963.0,856.0,5063.0,488.0,1837.0,7777.0,4653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,945.0,857.0,5343.0,533.0,1888.0,6331.0,4953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,865.0,855.0,4884.0,561.0,1669.0,5577.0,4468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,805.0,864.0,5037.0,543.0,1484.0,4861.0,4543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-07,874.0,965.0,4759.0,535.0,1422.0,5528.0,4818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,863.0,847.0,4871.0,544.0,1560.0,6401.0,4931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-10,817.0,837.0,5258.0,548.0,1699.0,7064.0,5319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,848.0,838.0,5032.0,561.0,1687.0,6218.0,5058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,784.0,798.0,4208.0,623.0,1554.0,4890.0,4429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,794.0,714.0,4657.0,561.0,1506.0,5324.0,4347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-14,940.0,725.0,3966.0,543.0,1430.0,5569.0,4165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,982.0,694.0,4297.0,510.0,1475.0,6555.0,4257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-17,1020.0,610.0,4666.0,471.0,1466.0,6015.0,4090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,977.0,610.0,4181.0,472.0,1395.0,6605.0,3953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19,886.0,542.0,3755.0,467.0,1303.0,5574.0,3621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,848.0,542.0,4260.0,447.0,1268.0,6237.0,3587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-21,770.0,550.0,4064.0,434.0,1173.0,5783.0,3455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,769.0,532.0,3616.0,457.0,1368.0,7152.0,3644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-24,721.0,504.0,3672.0,476.0,1572.0,6782.0,3765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
